id,genre,nom_commun,nom_latin,cultivar_ou_espece,famille,categorie,exposition_soleil,exposition_mi_ombre,exposition_ombre,plante_peu_courante,sol_sec,sol_frais,sol_humide,sol_lourd,sol_leger,sol_draine,sol_calcaire,sol_acide,sol_riche,sol_pauvre,besoin_eau,hauteur_min_cm,hauteur_max_cm,largeur_min_cm,largeur_max_cm,floraison_debut,floraison_fin,couleur_fleur,couleur_feuillage,couleur_blanc,couleur_jaune,couleur_orange,couleur_rouge,couleur_rose,couleur_violet,couleur_bleu,couleur_vert,couleur_pourpre,couleur_creme,couleur_argente,palette_couleur,usage_massif,usage_bordure,usage_rocaille,usage_bassin,usage_pot,usage_couvre_sol,usage_bouquet,plantation_methode,entretien,remarques,rusticite_min_C,zone_rusticite,feuillage_type,distance_plantation_cm,toxicite,attire_pollinisateurs,niveau_donnees,source_page,source_photo,source_enrichissement,statut_validation,lot_integration
143,Campanula,Campanule à feuilles de pêcher,Campanula persicifolia,persicifolia / Alba / Boule de Neige / Hidcote Amethyst / Highcliffe / Percy Piper / Pride of Exmouth / Telham Beauty,Campanulacées,vivace,1,0,0,0,1,0,0,1,0,0,0,0,0,0,,50,90,50,50,juin,août,"blanc, bleu, bleu lavande, mauve, violet",,1,0,0,0,0,1,1,0,0,0,0,froide|neutre,1,0,0,0,0,0,0,,,Massif en sol ordinaire pas trop sec; supporte aussi sol consistant limoneux.,,,,,,,livre_complet,85,,,extrait_structuré,lots_1_a_5
144,Campanula,Campanule,Campanula persicifolia var. sessiliflora,persicifolia var. sessiliflora,Campanulacées,vivace,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,100,100,60,60,juin,juillet,bleu clair,,0,0,0,0,0,0,1,0,0,0,0,froide,1,0,0,0,0,0,1,,,,,,,,,,livre_complet,86,,,extrait_structuré,lots_1_a_5
145,Campanula,Campanule pyramidale,Campanula pyramidalis,pyramidalis / Alba,Campanulacées,vivace,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,150,150,60,60,juin,juillet,bleu clair ou blanc,,1,0,0,0,0,0,1,0,0,0,0,froide|neutre,1,0,0,0,0,0,0,,,Rabattre en fin de floraison pour assurer la survie de la souche.,,,,,,,livre_complet,86,,,extrait_structuré,lots_1_a_5
146,Campanula,Campanule,Campanula sarmatica,sarmatica,Campanulacées,vivace,1,0,0,1,1,0,0,0,0,1,0,0,0,0,,40,50,40,40,juin,juillet,bleu pâle,,0,0,0,0,0,0,1,0,0,0,0,froide,1,0,0,0,0,0,0,,,Espèce superbe mais trop peu utilisée.,,,,,,,livre_complet,86,,,extrait_structuré,lots_1_a_5
147,Campanula,Campanule,Campanula takesimana,takesimana,Campanulacées,vivace rhizomateuse,1,1,0,0,1,1,0,0,0,0,0,0,0,0,,50,60,50,50,juin,juillet,blanc rosé ponctué rose pourpré,,1,0,0,0,1,0,0,0,0,0,0,chaude|neutre,1,1,0,0,0,0,0,,,Extension importante.,,,,,,,livre_complet,86,,,extrait_structuré,lots_1_a_5
148,Campanula,Campanule gantelée,Campanula trachelium,trachelium / Alba,Campanulacées,vivace,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,100,100,50,50,juillet,septembre,"bleu clair violacé, lilacé ou blanc",,1,0,0,0,0,1,1,0,0,0,0,froide|neutre,1,0,0,0,0,0,0,,,Supporte l’ombre sèche.,,,,,,,livre_complet,86,,,extrait_structuré,lots_1_a_5
149,Cardamine,Cardamine,Cardamine pratensis,Flore pleno / Plena,Brassicacées,vivace,0,1,0,1,0,1,1,1,0,0,0,0,0,0,,30,40,40,40,avril,juin,rose lilacé clair,,0,0,0,0,1,0,0,0,0,0,0,chaude,0,0,0,0,0,0,0,,,"Bord de pièce d’eau ou sous-bois clair, sol frais même argileux.",,,,,,,livre_complet,86,,,extrait_structuré,lots_1_a_5
150,Cardamine,Cardamine,Cardamine trifolia,trifolia,Brassicacées,vivace couvre-sol,0,1,0,1,0,1,1,0,0,0,0,0,0,0,,20,20,40,40,mai,juin,blanc laiteux,,1,0,0,0,0,0,0,0,0,0,0,neutre,0,0,1,0,0,1,0,,,,,,,,,,livre_complet,86,,,extrait_structuré,lots_1_a_5
151,Carlina,Carline,Carlina acaulis,acaulis / acaulis ssp. simplex,Astéracées,vivace de rocaille,1,0,0,0,1,0,0,0,0,0,1,0,0,1,,5,40,50,50,juillet,août,"argenté, blanc crème",vert foncé,1,0,0,0,0,0,0,1,0,1,1,froide|neutre,0,0,1,0,0,0,0,,,"Sol sec, caillouteux et calcaire.",,,,,,,livre_complet,86-87,,,extrait_structuré,lots_1_a_5
152,Catananche,Cupidone,Catananche caerulea,caerulea,Astéracées,vivace,1,0,0,0,1,0,0,0,0,0,1,0,0,1,,50,50,50,50,juin,septembre,"bleu à cœur noir, parfois blanc",,1,0,0,0,0,0,1,0,0,0,0,froide|neutre,1,0,1,0,0,0,1,,,,,,,,,,livre_complet,87,,,extrait_structuré,lots_1_a_5
153,Centaurea,Centaurée,Centaurea bella,bella,Astéracées,vivace,1,0,0,1,0,0,0,0,0,1,0,0,0,0,,20,20,30,30,juin,juillet,rose,,0,0,0,0,1,0,0,0,0,0,0,chaude,0,0,1,0,0,0,0,,,,,,,,,,livre_complet,87,,,extrait_structuré,lots_1_a_5
154,Centaurea,Centaurée,Centaurea dealbata,dealbata / Steenbergi,Astéracées,vivace,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,60,80,60,60,juin,octobre,"rose lumineux, rose pourpré",,0,0,0,0,1,0,0,0,0,0,0,chaude,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,87,,,extrait_structuré,lots_1_a_5
155,Centaurea,Centaurée,Centaurea hypoleuca,John Coutts,Astéracées,vivace,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,50,50,50,juillet,octobre,rose vif à centre blanc,,1,0,0,0,1,0,0,0,0,0,0,chaude|neutre,1,1,0,0,0,0,0,,,,,,,,,,livre_complet,87,,,extrait_structuré,lots_1_a_5
156,Centaurea,Centaurée,Centaurea macrocephala,macrocephala,Astéracées,vivace,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,120,120,60,60,juillet,août,jaune,,0,1,0,0,0,0,0,0,0,0,0,chaude,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,89,,,extrait_structuré,lots_1_a_5
157,Centaurea,Centaurée des montagnes,Centaurea montana,montana / Alba / Carnea,Astéracées,vivace,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,40,40,60,60,mai,juillet,"bleu violacé, blanc ou rose clair",,1,0,0,0,1,1,1,0,0,0,0,chaude|froide|neutre,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,89,,,extrait_structuré,lots_1_a_5
158,Centaurea,Centaurée,Centaurea pulcherrima,pulcherrima,Astéracées,vivace,1,0,0,1,0,0,0,0,0,1,0,0,0,0,,50,50,50,50,mai,juillet,rose,grisâtre,0,0,0,0,1,0,0,0,0,0,1,chaude|froide,1,1,1,0,0,0,0,,,,,,,,,,livre_complet,89,,,extrait_structuré,lots_1_a_5
159,Centaurea,Centaurée,Centaurea simplicicaulis,simplicicaulis,Astéracées,vivace,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,30,30,40,40,mai,juillet,rose lilacé,vert grisâtre ou argenté,0,0,0,0,1,0,0,1,0,0,1,chaude|froide,1,1,1,0,0,0,0,,,,,,,,,,livre_complet,89,,,extrait_structuré,lots_1_a_5
160,Centranthus,Valériane des jardins,Centranthus ruber,ruber / Albus / Coccineus,Valérianacées,vivace,1,0,0,0,1,0,0,0,0,1,1,0,0,0,,60,80,60,60,mai,août,"rouge, carminé, blanc",,1,0,0,1,0,0,0,0,0,0,0,chaude|neutre,1,0,0,0,0,0,0,,,Terre calcaire ou caillouteuse; rabattage en fin de floraison.,,,,,,,livre_complet,89,,,extrait_structuré,lots_1_a_5
161,Cephalaria,Céphalaire,Cephalaria alpina,alpina,Dipsacacées,vivace,1,0,0,0,1,1,0,0,0,0,0,0,1,0,,80,100,50,50,juin,juillet,jaune crème,,0,1,0,0,0,0,0,0,0,1,0,chaude|neutre,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,90,,,extrait_structuré,lots_1_a_5
162,Cephalaria,Céphalaire géante,Cephalaria gigantea,gigantea,Dipsacacées,vivace,1,0,0,0,1,1,0,0,0,0,0,0,1,0,,200,200,100,100,juin,août,jaune clair,,0,1,0,0,0,0,0,0,0,0,0,chaude,1,0,0,0,0,0,0,,,"Fond de grand massif, lisière avec grands arbustes.",,,,,,,livre_complet,90,,,extrait_structuré,lots_1_a_5
163,Cerastium,Céraiste,Cerastium alpinum lanatum,alpinum lanatum,Caryophyllacées,vivace tapissante,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,10,10,25,25,avril,mai,blanc,gris,1,0,0,0,0,0,0,0,0,0,1,froide|neutre,0,0,1,0,1,0,0,,,,,,,,,,livre_complet,90,,,extrait_structuré,lots_1_a_5
164,Cerastium,Céraiste,Cerastium arvense,Compactum,Caryophyllacées,vivace couvre-sol,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,10,40,40,mai,juin,blanc,grisâtre,1,0,0,0,0,0,0,0,0,0,1,froide|neutre,0,1,1,0,0,0,0,,,,,,,,,,livre_complet,90,,,extrait_structuré,lots_1_a_5
165,Cerastium,Céraiste,Cerastium biebersteinii,biebersteinii,Caryophyllacées,vivace couvre-sol,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,20,20,50,50,mai,juin,blanc,gris,1,0,0,0,0,0,0,0,0,0,1,froide|neutre,0,1,1,0,0,1,0,,,,,,,,,,livre_complet,90,,,extrait_structuré,lots_1_a_5
166,Cerastium,Céraiste tomenteux,Cerastium tomentosum,tomentosum / colonne / Yoyo,Caryophyllacées,vivace tapissante,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,10,15,40,40,mai,juin,blanc,argenté,1,0,0,0,0,0,0,0,0,0,1,froide|neutre,0,0,1,0,1,0,0,,,,,,,,,,livre_complet,90,,,extrait_structuré,lots_1_a_5
167,Ceratostigma,Dentelaire de Lady Larpent,Ceratostigma plumbaginoides,plumbaginoides,Plumbaginacées,vivace,1,1,1,0,0,0,0,0,0,1,1,0,0,0,,20,30,40,40,juillet,octobre,bleu gentiane,bronze puis pourpre,0,0,0,0,0,1,1,0,1,0,0,froide,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,91,,,extrait_structuré,lots_1_a_5
168,Chaenorhinum,Linaire,Chaenorhinum origanifolium,Blue Dream,Scrophulariacées,vivace,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,25,25,30,30,mai,septembre,"bleu violacé, mauve jaune à la gorge",,0,1,0,0,0,1,1,0,0,0,0,chaude|froide,0,0,1,0,1,0,0,,,,,,,,,,livre_complet,91,,,extrait_structuré,lots_1_a_5
169,Chamerion,Épilobe,Chamerion angustifolium,Leucanthum,Onagracées,vivace,1,1,0,1,1,1,0,0,0,0,0,0,0,1,,100,120,40,40,juillet,septembre,blanc,,1,0,0,0,0,0,0,0,0,0,0,neutre,1,0,0,0,0,0,0,,Couper les hampes défleuries pour éviter les semis indésirables.,,,,,,,,livre_complet,91,,,extrait_structuré,lots_1_a_5
170,Chamerion,Épilobe,Chamerion dodonaei,dodonaei,Onagracées,vivace,1,1,0,1,1,1,0,0,0,0,0,0,0,1,,50,60,40,40,juillet,septembre,rose malvacé,,0,0,0,0,1,0,0,0,0,0,0,chaude,1,0,1,0,0,0,0,,,,,,,,,,livre_complet,91,,,extrait_structuré,lots_1_a_5
171,Chamerion,Épilobe,Chamerion fleischeri,fleischeri,Onagracées,vivace,1,1,0,1,0,0,0,0,0,0,1,0,0,0,,20,30,30,30,juillet,septembre,rose malvacé,,0,0,0,0,1,0,0,0,0,0,0,chaude,0,0,1,0,0,0,0,,,,,,,,,,livre_complet,92,,,extrait_structuré,lots_1_a_5
172,Chiastophyllum,Goutte d’or,Chiastophyllum oppositifolium,oppositifolium,Crassulacées,vivace,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,15,15,20,20,juin,juillet,jaune d’or,,0,1,0,0,0,0,0,0,0,0,0,chaude,0,0,1,0,1,0,0,,,,,,,,,,livre_complet,92,,,extrait_structuré,lots_1_a_5
173,Chelone,Chelone,Chelone obliqua,obliqua / Alba,Scrophulariacées,vivace,1,1,0,0,0,1,1,0,0,0,0,0,0,0,,60,70,60,60,août,octobre,rose foncé ou blanc,,1,0,0,0,1,0,0,0,0,0,0,chaude|neutre,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,92,,,extrait_structuré,lots_1_a_5
174,Chrysanthemum,Chrysanthème / marguerite d’automne,Chrysanthemum hybrides des jardins,"Apollo, Ceddie Masson, Clara Curtis, Goldmarianne, Lady Brockett, Luciana, Mary Stoker, Orange Wonder, Red Velvet, Schaffhausen, Soir d’orient",Astéracées,vivace,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,40,90,50,60,juillet,novembre,"rouge, rose, jaune, orange, violet, pourpre",,0,1,1,1,1,1,0,0,1,0,0,chaude|froide,1,0,0,0,0,0,1,,Rabattre tôt sous climat froid et humide; division utile.,,,,,,,,livre_complet,92-93,,,extrait_structuré,lots_1_a_5
175,Chrysogonum,Chrysogonum,Chrysogonum virginianum,virginianum,Astéracées,vivace,1,1,0,0,1,1,0,0,0,0,0,0,1,0,,20,30,40,40,mai,septembre,jaune,,0,1,0,0,0,0,0,0,0,0,0,chaude,1,1,0,0,0,0,0,,,,,,,,,,livre_complet,93,,,extrait_structuré,lots_1_a_5
176,Cimicifuga,Cierge d’argent,Cimicifuga dahurica,dahurica,Renonculacées,vivace,0,1,1,0,0,1,0,0,0,0,0,0,1,0,,200,200,60,80,août,août,blanc,,1,0,0,0,0,0,0,0,0,0,0,neutre,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,94,,,extrait_structuré,lots_1_a_5
177,Cimicifuga,Cierge d’argent,Cimicifuga racemosa,racemosa / var. cordifolia,Renonculacées,vivace,0,1,1,1,0,1,0,0,0,0,0,0,1,0,,150,200,60,80,juillet,août,blanc crème,,1,0,0,0,0,0,0,0,0,1,0,neutre,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,94,,,extrait_structuré,lots_1_a_5
178,Cimicifuga,Cierge d’argent,Cimicifuga simplex,White Pearl,Renonculacées,vivace,0,1,1,0,0,1,0,0,0,0,0,0,1,0,,100,150,60,80,octobre,octobre,blanc,,1,0,0,0,0,0,0,0,0,0,0,neutre,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,94,,,extrait_structuré,lots_1_a_5
179,Cirsium,Cirse,Cirsium japonicum,japonicum / Early Red Beauty,Astéracées,vivace,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,60,70,40,40,mai,juin,"rougeâtre, rouge",,0,0,0,1,0,0,0,0,0,0,0,chaude,1,0,1,0,0,0,0,,,,,,,,,,livre_complet,95,,,extrait_structuré,lots_1_a_5
180,Clematis,Clématite,Clematis integrifolia,integrifolia,Renonculacées,vivace,1,1,0,1,0,0,0,0,0,1,1,0,1,0,,60,60,60,60,juillet,septembre,bleu violacé,,0,0,0,0,0,1,1,0,0,0,0,froide,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,95,,,extrait_structuré,lots_1_a_5
181,Clematis,Clématite,Clematis x jouiniana,jouiniana / Mrs Robert Brydon / Praecox,Renonculacées,vivace couvre-sol,1,1,0,1,0,0,0,0,0,1,0,0,1,0,,60,80,60,100,juillet,août,"bleu, bleu pâle",,0,0,0,0,0,0,1,0,0,0,0,froide,1,0,0,0,0,1,0,,,Appui sur arbuste ou tapis devant grands arbustes.,,,,,,,livre_complet,95,,,extrait_structuré,lots_1_a_5
182,Clematis,Clématite,Clematis recta,recta / Purpurea,Renonculacées,vivace,1,1,0,1,0,0,0,0,0,1,0,0,1,0,,100,150,60,60,juillet,août,blanc crème,brunâtre pourpré possible,1,0,0,0,0,0,0,0,0,1,0,neutre,1,0,0,0,0,0,1,,,,,,,,,,livre_complet,95,,,extrait_structuré,lots_1_a_5
183,Clematis,Clématite,Clematis tangutica,tangutica,Renonculacées,vivace grimpante,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,60,300,60,60,juillet,octobre,jaune vif,,0,1,0,0,0,0,0,0,0,0,0,chaude,0,0,0,0,0,1,0,,,,,,,,,,livre_complet,96,,,extrait_structuré,lots_1_a_5
184,Codonopsis,Codonopsis,Codonopsis clematidea,clematidea,Campanulacées,vivace,1,1,0,0,0,0,0,0,0,1,0,0,0,0,,50,50,40,40,juin,juillet,bleu porcelaine pâle,,0,1,0,0,0,0,1,0,0,0,0,chaude|froide,1,0,1,0,0,0,0,,,,,,,,,,livre_complet,96,,,extrait_structuré,lots_1_a_5
185,Codonopsis,Codonopsis,Codonopsis tangshen,tangshen,Campanulacées,vivace sarmenteuse,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,100,100,40,40,juin,juillet,"blanc verdâtre, réseau brun pourpré",,1,0,0,0,0,0,0,1,1,0,0,froide|neutre,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,96,,,extrait_structuré,lots_1_a_5
186,Commelina,Éphémère,Commelina tuberosa,tuberosa / Alba,Commélinacées,vivace bulbeuse,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,50,50,40,40,juillet,août,bleu pur ou blanc,,1,0,0,0,0,0,1,0,0,0,0,froide|neutre,1,0,0,0,0,0,0,,,À abriter sous climat froid; bulbe hiverné comme un dahlia.,,,caduc,,,,livre_complet,96,,déduit du livre (catégorie bulbeuse/tubéreuse),extrait_structuré,lots_1_a_5
187,Convallaria,Muguet,Convallaria majalis,majalis / Albostriata / Flore Plena / Rosea,Liliacées,vivace rhizomateuse,0,1,1,0,0,1,1,1,0,0,0,0,0,0,,20,20,30,30,avril,mai,blanc ou rose,,1,0,0,0,1,0,0,0,0,0,0,chaude|neutre,0,0,0,0,0,1,0,,,Sous grands arbustes ou mi-ombre; aime aussi terre de bruyère.,,,,,,,livre_complet,96,,,extrait_structuré,lots_1_a_5
188,Convolvulus,Liseron,Convolvulus cantabricus,cantabricus,Convolvulacées,vivace,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,15,30,,,juin,septembre,rose,,0,0,0,0,1,0,0,0,0,0,0,chaude,1,0,1,0,0,0,0,,,,,,,,,,livre_complet,98,,,à_vérifier_depuis_photo,lot_6_pages_98_118
189,Convolvulus,Liseron argenté,Convolvulus cneorum,cneorum,Convolvulacées,sous-arbrisseau,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,50,60,,,mai,août,blanc,argenté,1,0,0,0,0,0,0,0,0,0,1,froide|neutre,1,0,1,0,1,0,0,,,,,,,,,,livre_complet,98,,,à_vérifier_depuis_photo,lot_6_pages_98_118
190,Convolvulus,Liseron de Mauritanie,Convolvulus sabatius,sabatius / C. mauritanicus,Convolvulacées,vivace retombante,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,15,20,,,juin,septembre,bleu lavande,,0,0,0,0,0,0,1,0,0,0,0,froide,0,0,1,0,1,0,0,,,,,,,,,,livre_complet,98,,,à_vérifier_depuis_photo,lot_6_pages_98_118
191,Coreopsis,Coréopsis,Coreopsis grandiflora,grandiflora,Astéracées,vivace,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,40,80,,,juin,septembre,jaune,,0,1,0,0,0,0,0,0,0,0,0,chaude,1,0,0,0,0,0,1,,,,,,,,,,livre_complet,98-99,,,à_vérifier_depuis_photo,lot_6_pages_98_118
192,Coreopsis,Coréopsis,Coreopsis grandiflora,Badengold,Astéracées,vivace cultivar,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,80,80,,,juin,septembre,jaune d’or,,0,1,0,0,0,0,0,0,0,0,0,chaude,1,0,0,0,0,0,1,,,,,,,,,,livre_complet,99,,,à_vérifier_depuis_photo,lot_6_pages_98_118
193,Coreopsis,Coréopsis,Coreopsis grandiflora,Domino,Astéracées,vivace cultivar,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,40,60,,,juin,septembre,jaune à centre rouge,,0,1,0,1,0,0,0,0,0,0,0,chaude,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,99,,,à_vérifier_depuis_photo,lot_6_pages_98_118
194,Coreopsis,Coréopsis,Coreopsis grandiflora,Eldorado,Astéracées,vivace cultivar,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,60,80,,,juin,septembre,jaune,,0,1,0,0,0,0,0,0,0,0,0,chaude,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,99,,,à_vérifier_depuis_photo,lot_6_pages_98_118
195,Coreopsis,Coréopsis,Coreopsis grandiflora,Early Sunrise,Astéracées,vivace cultivar,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,40,50,,,juin,septembre,jaune,,0,1,0,0,0,0,0,0,0,0,0,chaude,1,1,0,0,0,0,0,,,,,,,,,,livre_complet,99,,,à_vérifier_depuis_photo,lot_6_pages_98_118
196,Coreopsis,Coréopsis,Coreopsis grandiflora,Golden Cup,Astéracées,vivace cultivar,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,40,60,,,juin,septembre,jaune,,0,1,0,0,0,0,0,0,0,0,0,chaude,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,99,,,à_vérifier_depuis_photo,lot_6_pages_98_118
197,Coreopsis,Coréopsis,Coreopsis grandiflora,Mayfield Giant,Astéracées,vivace cultivar,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,80,100,,,juin,septembre,jaune,,0,1,0,0,0,0,0,0,0,0,0,chaude,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,99,,,à_vérifier_depuis_photo,lot_6_pages_98_118
198,Coreopsis,Coréopsis,Coreopsis lanceolata,lanceolata,Astéracées,vivace,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,30,60,,,juin,septembre,jaune,,0,1,0,0,0,0,0,0,0,0,0,chaude,1,1,0,0,0,0,0,,,,,,,,,,livre_complet,100,,,à_vérifier_depuis_photo,lot_6_pages_98_118
199,Coreopsis,Coréopsis,Coreopsis lanceolata,Goldfink,Astéracées,vivace cultivar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,30,,,juin,septembre,jaune,,0,1,0,0,0,0,0,0,0,0,0,chaude,0,1,0,0,0,0,0,,,,,,,,,,livre_complet,100,,,à_vérifier_depuis_photo,lot_6_pages_98_118
200,Coreopsis,Coréopsis,Coreopsis lanceolata,Lichtstad,Astéracées,vivace cultivar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,60,,,juin,septembre,jaune,,0,1,0,0,0,0,0,0,0,0,0,chaude,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,100,,,à_vérifier_depuis_photo,lot_6_pages_98_118
201,Coreopsis,Coréopsis,Coreopsis lanceolata,Rotkehlchen,Astéracées,vivace cultivar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,40,50,,,juin,septembre,jaune à centre rouge,,0,1,0,1,0,0,0,0,0,0,0,chaude,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,100,,,à_vérifier_depuis_photo,lot_6_pages_98_118
202,Coreopsis,Coréopsis,Coreopsis lanceolata,Sterntaler,Astéracées,vivace cultivar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,30,40,,,juin,septembre,jaune,,0,1,0,0,0,0,0,0,0,0,0,chaude,0,1,0,0,0,0,0,,,,,,,,,,livre_complet,100,,,à_vérifier_depuis_photo,lot_6_pages_98_118
203,Coreopsis,Coréopsis rose,Coreopsis rosea,rosea,Astéracées,vivace,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,30,50,,,juin,août,rose,,0,0,0,0,1,0,0,0,0,0,0,chaude,1,1,0,0,0,0,0,,,,,,,,,,livre_complet,100,,,à_vérifier_depuis_photo,lot_6_pages_98_118
204,Coreopsis,Coréopsis rose,Coreopsis rosea,American Dream,Astéracées,vivace cultivar,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,40,50,,,juin,août,rose,,0,0,0,0,1,0,0,0,0,0,0,chaude,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,100,,,à_vérifier_depuis_photo,lot_6_pages_98_118
205,Coreopsis,Coréopsis rose,Coreopsis rosea,Nana,Astéracées,vivace cultivar,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,20,30,,,juin,août,rose,,0,0,0,0,1,0,0,0,0,0,0,chaude,0,1,0,0,0,0,0,,,,,,,,,,livre_complet,100,,,à_vérifier_depuis_photo,lot_6_pages_98_118
206,Coreopsis,Coréopsis,Coreopsis tripteris,tripteris,Astéracées,vivace,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,150,200,,,août,septembre,jaune,,0,1,0,0,0,0,0,0,0,0,0,chaude,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,100,,,à_vérifier_depuis_photo,lot_6_pages_98_118
207,Coreopsis,Coréopsis verticillé,Coreopsis verticillata,verticillata,Astéracées,vivace,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,40,80,,,juin,septembre,jaune,,0,1,0,0,0,0,0,0,0,0,0,chaude,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,100-101,,,à_vérifier_depuis_photo,lot_6_pages_98_118
208,Coreopsis,Coréopsis verticillé,Coreopsis verticillata,Grandiflora,Astéracées,vivace cultivar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,60,80,,,juin,septembre,jaune,,0,1,0,0,0,0,0,0,0,0,0,chaude,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,101,,,à_vérifier_depuis_photo,lot_6_pages_98_118
209,Coreopsis,Coréopsis verticillé,Coreopsis verticillata,Moonbeam,Astéracées,vivace cultivar,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,40,50,,,juin,septembre,jaune pâle,,0,1,0,0,0,0,0,0,0,0,0,chaude,1,1,0,0,0,0,0,,,,,,,,,,livre_complet,101,,,à_vérifier_depuis_photo,lot_6_pages_98_118
210,Coreopsis,Coréopsis verticillé,Coreopsis verticillata,Zagreb,Astéracées,vivace cultivar,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,30,40,,,juin,septembre,jaune,,0,1,0,0,0,0,0,0,0,0,0,chaude,0,1,0,0,0,0,0,,,,,,,,,,livre_complet,101,,,à_vérifier_depuis_photo,lot_6_pages_98_118
211,Coronilla,Coronille bigarrée,Coronilla varia,varia,Fabacées,vivace,1,0,0,0,1,0,0,0,0,0,0,0,0,1,,30,60,,,juin,septembre,"rose, blanc",,1,0,0,0,1,0,0,0,0,0,0,chaude|neutre,1,0,0,0,0,0,0,,,,,,,,,,livre_complet,101,,,à_vérifier_depuis_photo,lot_6_pages_98_118
212,Cornus,Cornouiller du Canada,Cornus canadensis,canadensis,Cornacées,couvre-sol,0,1,1,0,0,1,0,0,0,0,0,1,1,0,,10,20,,,mai,juin,blanc,,1,0,0,0,0,0,0,0,0,0,0,neutre,0,0,0,0,0,1,0,,,,,,,,,,livre_complet,101,,,à_vérifier_depuis_photo,lot_6_pages_98_118
213,Cortusa,Cortuse,Cortusa matthioli,matthioli,Primulacées,vivace,0,1,0,0,0,1,0,0,0,0,0,0,1,0,,20,30,,,avril,mai,rose pourpré,,0,0,0,0,1,0,0,0,0,0,0,chaude,0,0,1,0,0,0,0,,,,,,,,,,livre_complet,101,,,à_vérifier_depuis_photo,lot_6_pages_98_118
214,Corydalis,Corydale,Corydalis cheilanthifolia,cheilanthifolia,Papavéracées,vivace,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,20,30,,,avril,juin,jaune,,0,1,0,0,0,0,0,0,0,0,0,chaude,0,0,1,0,0,0,0,,,,,,,,,,livre_complet,102,,,à_vérifier_depuis_photo,lot_6_pages_98_118
